source,title,company,location,date,link,description,responsibilities,requirements,skills,languages,experience_years,education_level,contract_type,seniority_level,job_category,detail_scrape_status
EmploiTunisie,Manoeuvre de Chantier - International,None,None,None,https://www.emploitunisie.com/recruteur/397669,"CECGB Profil de lentreprise Entreprise : CECGB Ville : Tunis Pays : Tunisie Secteur dactivité : BTP, construction Site Internet : https://cecgb.e-monsite.com Description de l'entreprise CECGB est une société dingénierie unique, diversifiée et verticalement intégrée qui sest bâtie une solide réputation dans les secteurs minier, industriel et municipal, notamment dans sa capacité à livrer des solutions clés en main. De plus, en combinant les capacités de nos quatre pôles dexcellence, nous transformons nos designs et innovation technologique en réalité, et pouvons mener des projets de la conception à lexploitation ! Nos offres d'emploi",,,,,,,,,IT & Software,ok
EmploiTunisie,Chargé E-Commerce - Sfax,None,None,None,https://www.emploitunisie.com/recruteur/231237,"PÂTISSERIE MASMOUDI Profil de lentreprise Entreprise : PÂTISSERIE MASMOUDI Ville : Sfax Pays : Tunisie Secteur dactivité : Agroalimentaire - Distribution, vente, commerce de gros - Hôtellerie, restauration - Industrie, production, fabrication, autres - Services autres Site Internet : non disponible Description de l'entreprise Pâtisserie Masmoudi est une société tunisienne leader dans le domaine de pâtisserie ; fondée en 1972 à Sfax Nos offres d'emploi",,,,,,,,Senior,IT & Software,ok
EmploiTunisie,Technicien Tests de Cartes Electroniques - Mornaguia,None,None,None,https://www.emploitunisie.com/recruteur/386374,"GDS TUNISIA Profil de lentreprise Entreprise : GDS TUNISIA Ville : Mornaguia Pays : Tunisie Secteur dactivité : Industrie, production, fabrication, autres Site Internet : http://www.gds.com Description de l'entreprise GDS Tunisia est une entreprise industrielle spécialisée dans lassemblage de cartes électroniques destinées à des clients internationaux. Elle évolue dans un environnement structuré, respectant les normes de qualité, de sécurité et de production propres au secteur électronique. Lentreprise sappuie sur une main-dœuvre qualifiée et sur des processus industriels optimisés afin de garantir performance et fiabilité. Nos offres d'emploi",,,,,,,,,IT & Software,ok
EmploiTunisie,Maintenance Manager - Nabeul,None,None,None,https://www.emploitunisie.com/recruteur/166503,"STE CALE CHAUSSURES Profil de lentreprise Entreprise : STE CALE CHAUSSURES Ville : NABEUL Pays : Tunisie Secteur dactivité : Industrie, production, fabrication, autres Site Internet : https://www.calechaussures.com/fr Description de l'entreprise STE CALE CHAUSSURES est une entreprise spécialise en fabrication de chaussures. Nos offres d'emploi",,,,,,,,,IT & Software,ok
EmploiTunisie,Inspecteur Qualité - Mornaguia,None,None,None,https://www.emploitunisie.com/recruteur/386374,"GDS TUNISIA Profil de lentreprise Entreprise : GDS TUNISIA Ville : Mornaguia Pays : Tunisie Secteur dactivité : Industrie, production, fabrication, autres Site Internet : http://www.gds.com Description de l'entreprise GDS Tunisia est une entreprise industrielle spécialisée dans lassemblage de cartes électroniques destinées à des clients internationaux. Elle évolue dans un environnement structuré, respectant les normes de qualité, de sécurité et de production propres au secteur électronique. Lentreprise sappuie sur une main-dœuvre qualifiée et sur des processus industriels optimisés afin de garantir performance et fiabilité. Nos offres d'emploi",,,,,,,,,IT & Software,ok
EmploiTunisie,Responsable Commercial et Relation Clients - Sfax,None,None,None,https://www.emploitunisie.com/recruteur/121438,"SFAXSOFT Profil de lentreprise Entreprise : SFAXSOFT Ville : Sfax Pays : Tunisie Secteur dactivité : Informatique, SSII, Internet - Marketing, communication, médias Site Internet : https://sfaxsoft.com/ Description de l'entreprise SfaxSoft est une agence de services informatiques qui s'adresse au marché international. Notre équipe met à votre disposition une large gamme de compétences dans le domaine de développement informatique.Nous sommes spécialisés dans la création de sites web responsives, de boutiques e-commerce, conseil en marketing digital, référencement de sites Internet, hébergement de sites web et gestion des noms de domaine. Nos offres d'emploi",,,"communication, digital marketing",,,,,,IT & Software,ok
EmploiTunisie,Mécanicien Expérimenté - Soukra,None,None,None,https://www.emploitunisie.com/recruteur/398084,"OTOMOOVE Soukra OTOMOOVE Profil de lentreprise Entreprise : OTOMOOVE Ville : Soukra Pays : Tunisie Secteur dactivité : Automobile, matériels de transport, réparation Site Internet : non disponible Description de l'entreprise Magasin de pneus Nos offres d'emploi X Nous utilisons des cookies pour vous offrir la meilleure expérience utilisateur possible. En continuant à utiliser notre site, vous acceptez leur utilisation. En savoir plus Accueil Recherche Candidat Recruteur",,,,,,,,,IT & Software,ok
EmploiTunisie,Magasinier(ère) - International,None,None,None,https://www.emploitunisie.com/recruteur/397669,"CECGB Profil de lentreprise Entreprise : CECGB Ville : Tunis Pays : Tunisie Secteur dactivité : BTP, construction Site Internet : https://cecgb.e-monsite.com Description de l'entreprise CECGB est une société dingénierie unique, diversifiée et verticalement intégrée qui sest bâtie une solide réputation dans les secteurs minier, industriel et municipal, notamment dans sa capacité à livrer des solutions clés en main. De plus, en combinant les capacités de nos quatre pôles dexcellence, nous transformons nos designs et innovation technologique en réalité, et pouvons mener des projets de la conception à lexploitation ! Nos offres d'emploi",,,,,,,,,IT & Software,ok
EmploiTunisie,Briqueteur(euse)-Maçon(ne) - International,None,None,None,https://www.emploitunisie.com/recruteur/397669,"CECGB Profil de lentreprise Entreprise : CECGB Ville : Tunis Pays : Tunisie Secteur dactivité : BTP, construction Site Internet : https://cecgb.e-monsite.com Description de l'entreprise CECGB est une société dingénierie unique, diversifiée et verticalement intégrée qui sest bâtie une solide réputation dans les secteurs minier, industriel et municipal, notamment dans sa capacité à livrer des solutions clés en main. De plus, en combinant les capacités de nos quatre pôles dexcellence, nous transformons nos designs et innovation technologique en réalité, et pouvons mener des projets de la conception à lexploitation ! Nos offres d'emploi",,,,,,,,,IT & Software,ok
EmploiTunisie,Assistante de Direction - Tunis,None,None,None,https://www.emploitunisie.com/recruteur/398233,"EDEN ASSISTANCE Profil de lentreprise Entreprise : EDEN ASSISTANCE Ville : Tunis Pays : Tunisie Secteur dactivité : Services autres Site Internet : non disponible Description de l'entreprise Established in 2010, EDENs mission is to listen to and assist grieving families with the repatriation of their loved ones to their home country or for burial in Tunisia. With an extensive network of partners worldwide, EDEN aims to facilitate the repatriation of the deceased under the best conditions and in the shortest possible time frame, as chosen by the family. EDEN operates with consideration for the culture and religion of the deceased, ensuring that the demands and expectations of families are met. Nos offres d'emploi",,,,,,,,,IT & Software,ok
EmploiTunisie,Gestionnaire dAppels Entrants Médicaux - Sousse,None,None,None,https://www.emploitunisie.com/recruteur/243926,"ALTRA CALL Profil de lentreprise Entreprise : ALTRA CALL Ville : Sousse Pays : Tunisie Secteur dactivité : Centres dappel, hotline, call center - Conseil, audit, comptabilité - Informatique, SSII, Internet - Marketing, communication, médias - Services autres Site Internet : https://altra-call.com/ Description de l'entreprise ALTRACALL est une société de services à la pointe de la technologie, spécialisée dans lengagement des clients et lamélioration des performances commerciales. Chez ALTRACALL, nous offrons une expérience exceptionnelle à chaque contact, grâce à nos valeurs : engagement, passion et dévouement à lexcellence, créant ainsi plus de valeur ajoutée pour nos collaborateurs, nos clients, notre marché et nos actionnaires. Nos offres d'emploi",,,communication,,,,,,IT & Software,ok
EmploiTunisie,Graphiste - Tunisie,None,None,None,https://www.emploitunisie.com/recruteur/193143,"HELLO EDITIONS Profil de lentreprise Entreprise : HELLO EDITIONS Ville : PARIS Pays : France Secteur dactivité : Édition, imprimerie Site Internet : https://www.helloeditions.fr Description de l'entreprise Maison d'édition parisienne. Publication, édition et commercialisation de livres. Nos offres d'emploi",,,,,,,,,IT & Software,ok
EmploiTunisie,Commercial - Cotonou,None,None,None,https://www.emploitunisie.com/recruteur/24813,"ECOMA BENIN Profil de lentreprise Entreprise : ECOMA BENIN Ville : Cotonou Pays : Bénin Secteur dactivité : BTP, construction Site Internet : http://www.ecomabenin.com Description de l'entreprise Fondée en 1983, ECOMA-BENIN est une entreprise spécialisée dans plusieurs activités de menuiserie aluminium, produits verriers, construction métallique, habillage façade. En effet, nos techniciens hautement qualifiés travaillent avec une machinerie moderne dans le respect des normes et des règles de sécurité. Nos menuiseries sont extrêmement robustes et ont été conçues pour résister à toute utilisation intensive. Nos offres d'emploi",,,,,,,,,IT & Software,ok
EmploiTunisie,Technicien Bureau dÉtude - Bénin,None,None,None,https://www.emploitunisie.com/recruteur/24813,"ECOMA BENIN Profil de lentreprise Entreprise : ECOMA BENIN Ville : Cotonou Pays : Bénin Secteur dactivité : BTP, construction Site Internet : http://www.ecomabenin.com Description de l'entreprise Fondée en 1983, ECOMA-BENIN est une entreprise spécialisée dans plusieurs activités de menuiserie aluminium, produits verriers, construction métallique, habillage façade. En effet, nos techniciens hautement qualifiés travaillent avec une machinerie moderne dans le respect des normes et des règles de sécurité. Nos menuiseries sont extrêmement robustes et ont été conçues pour résister à toute utilisation intensive. Nos offres d'emploi",,,,,,,,,IT & Software,ok
EmploiTunisie,Assistant Comptable - Sousse,None,None,None,https://www.emploitunisie.com/recruteur/238722,"EJRIDA PROMOTION IMMOBILIERE Profil de lentreprise Entreprise : EJRIDA PROMOTION IMMOBILIERE Ville : Sousse Pays : Tunisie Secteur dactivité : Immobilier, architecture, urbanisme - Services autres Site Internet : https://bouzguendaetfils.com/ejrida/ Description de l'entreprise EJRIDA Immobilière est une société de promotion immobilière appartenant au Groupe Bouzguenda et Fils, acteur majeur du secteur en Tunisie. Notre entreprise est spécialisée dans la vente de biens immobiliers haut standing, alliant qualité architecturale, confort et emplacement stratégique. Pourquoi rejoindre EJRIDA Immobilière ? Un environnement de travail dynamique et professionnel. Une entreprise en pleine croissance offrant de réelles opportunités dévolution. Une équipe passionnée et engagée dans le développement du marché immobilier tunisien. Notre engagement : Offrir à nos clients des biens immobiliers dexception, conçus avec un souci du détail et répondant aux exigences modernes du marché. Nos offres d'emploi",,exigences modernes du marché. Nos offres d'emploi,,,,,,,IT & Software,ok
EmploiTunisie,Help Desk Technician - Sousse,None,None,None,https://www.emploitunisie.com/recruteur/243926,"ALTRA CALL Profil de lentreprise Entreprise : ALTRA CALL Ville : Sousse Pays : Tunisie Secteur dactivité : Centres dappel, hotline, call center - Conseil, audit, comptabilité - Informatique, SSII, Internet - Marketing, communication, médias - Services autres Site Internet : https://altra-call.com/ Description de l'entreprise ALTRACALL est une société de services à la pointe de la technologie, spécialisée dans lengagement des clients et lamélioration des performances commerciales. Chez ALTRACALL, nous offrons une expérience exceptionnelle à chaque contact, grâce à nos valeurs : engagement, passion et dévouement à lexcellence, créant ainsi plus de valeur ajoutée pour nos collaborateurs, nos clients, notre marché et nos actionnaires. Nos offres d'emploi",,,communication,,,,,,IT & Software,ok
EmploiTunisie,Agent de Maintenance - Gafsa,None,None,None,https://www.emploitunisie.com/recruteur/27471,"HORIZON TRANSPORT EXPRESS Profil de lentreprise Entreprise : HORIZON TRANSPORT EXPRESS Ville : SOUSSE Pays : Tunisie Secteur dactivité : Hôtellerie, restauration Site Internet : https://hte.company/ Description de l'entreprise Horizon Transport Express est une société prestataire de service spécialisée dans le transport routier et la livraison des colis, courriers et marchandises diverses sur le territoire tunisien. Elle est fondée en 2005 sous le statut dune société à responsabilité limitée  SARL . Elle offre un service de livraison express complet au quotidien, regroupe et réexpédie les colis des entreprises et des particuliers à domicile ou en point de proximité. Pour satisfaire les besoins particuliers de ses clients, la société HTE ne cesse de se développer, elle bénéficie aujourdhui dun réseau de distribution et dune organisation logistique lui permettant dêtre classée aujourdhui parmi les plus grands spécialistes de livraison et de présenter une offre de qualité, fiable et sérieuse pour mieux organiser les expéditions. HTE sengage à apporter une solution appropriée aux envois de ses clients et essaye dinnover ses services pour assurer lefficacité et optimiser son expérience client. Sa vision future se fonde sur une trajectoire évolutive. La société essaye daméliorer en permanence ses services pour renforcer les valeurs de modernité, de fiabilité et de solidité. Ces valeurs contribueront à rassembler toute léquipe, à faire progresser régulièrement la société et à mobiliser les énergies. Nos offres d'emploi",,,,,,,,,IT & Software,ok
EmploiTunisie,Dutch Speaking Customer Service - Tunis,None,None,None,https://www.emploitunisie.com/recruteur/399386,"WEIHU ONLINE Profil de lentreprise Entreprise : WEIHU ONLINE Ville : Tunis Pays : Tunisie Secteur dactivité : Centres dappel, hotline, call center Site Internet : http://weihuonline.com Description de l'entreprise Weihu Online is an international BPO delivering customer service projects across China, Europe, and the Americas. We are building a 20-person multilingual Quality Control (QC) team for our call center to support operations in multiple countries. Nos offres d'emploi",,,,,,,,,IT & Software,ok
EmploiTunisie,"Chargée de Marketing Digital (SEO & Emailing)  (CIVP) - Avenue Habib Bourguiba,Tunis",None,None,None,https://www.emploitunisie.com/recruteur/109365,"BOURSEDESCRÉDITS.COM Profil de lentreprise Entreprise : BOURSEDESCRÉDITS.COM Ville : Tunis Pays : France Secteur dactivité : Banque, assurance, finances Site Internet : https://www.boursedescredits.com/ Description de l'entreprise Il y a les courtiers traditionnels et il y a BoursedesCrédits, Chez nous, lobjectif est clair : vous simplifier les démarches sans vous faire bouger de votre canapé. Après tout, obtenir un crédit ou une assurance ne devrait pas être si compliqué. Et pourtant, cela peut vite sapparenter à un parcours du combattant pour les non-initiés. Cest là que nous intervenons, mais nous avons besoin de votre aide ! Cest dans cette optique que nous cherchons des personnes investies, créatives, enthousiastes et motivées pour nous rejoindre ! Rassurez-vous, jusquici, nous navons pas chômé ! Depuis notre création en 2012, nous sommes devenus en moins de deux ans un acteur majeur du marché du courtage en crédit et en assurances. Dailleurs, les résultats ne se sont pas fait attendre. Depuis notre création, nous attirons en moyenne plus de 3 millions de visiteurs uniques par an et discutons avec plus de 85 partenaires. Notre qualité de service nous a dailleurs valu plusieurs prix prestigieux. Notre secret ? Des outils à la pointe de la technologie, des processus optimisés et un accompagnement de chaque instant par une équipe dexperts. Nos offres d'emploi",,,,,,,,,IT & Software,ok
EmploiTunisie,"Agent Back Office Banque et Assurance (H/F) - Avenue Habib Bourguiba, Tunis",None,None,None,https://www.emploitunisie.com/recruteur/109365,"BOURSEDESCRÉDITS.COM Profil de lentreprise Entreprise : BOURSEDESCRÉDITS.COM Ville : Tunis Pays : France Secteur dactivité : Banque, assurance, finances Site Internet : https://www.boursedescredits.com/ Description de l'entreprise Il y a les courtiers traditionnels et il y a BoursedesCrédits, Chez nous, lobjectif est clair : vous simplifier les démarches sans vous faire bouger de votre canapé. Après tout, obtenir un crédit ou une assurance ne devrait pas être si compliqué. Et pourtant, cela peut vite sapparenter à un parcours du combattant pour les non-initiés. Cest là que nous intervenons, mais nous avons besoin de votre aide ! Cest dans cette optique que nous cherchons des personnes investies, créatives, enthousiastes et motivées pour nous rejoindre ! Rassurez-vous, jusquici, nous navons pas chômé ! Depuis notre création en 2012, nous sommes devenus en moins de deux ans un acteur majeur du marché du courtage en crédit et en assurances. Dailleurs, les résultats ne se sont pas fait attendre. Depuis notre création, nous attirons en moyenne plus de 3 millions de visiteurs uniques par an et discutons avec plus de 85 partenaires. Notre qualité de service nous a dailleurs valu plusieurs prix prestigieux. Notre secret ? Des outils à la pointe de la technologie, des processus optimisés et un accompagnement de chaque instant par une équipe dexperts. Nos offres d'emploi",,,,,,,,,IT & Software,ok
EmploiTunisie,Assistante Polyvalente - Lac 2,None,None,None,https://www.emploitunisie.com/recruteur/224721,"MON VISA CONTACTS Profil de lentreprise Entreprise : MON VISA CONTACTS Ville : Tunis Pays : Tunisie Secteur dactivité : Administration publique - Services autres - Services collectifs et sociaux, services à la personne Site Internet : non disponible Description de l'entreprise ""MON VISA CONTACTS"" est une agence spécialisée dans laccompagnement des particuliers et entreprises dans leurs démarches de visas et de voyages. Nos offres d'emploi",,,,,,,,,IT & Software,ok
EmploiTunisie,Responsable Juridique et Recouvrement - Sousse,None,None,None,https://www.emploitunisie.com/recruteur/67513,"Groupe Médical les Oliviers Profil de lentreprise Entreprise : Groupe Médical les Oliviers Ville : Sousse Pays : Tunisie Secteur dactivité : Santé, pharmacie, hôpitaux, équipements médicaux Site Internet : https://www.cliniquelesoliviers.net/ Description de l'entreprise Depuis sa création en 1976, la Clinique Les Oliviers 1ère clinique historique dans la région, s'est engagée dans la qualité des prestations offertes à ses patients. Réputée pour le corps médical qui s'y exerce ainsi que pour les investissements en terme d'équipements et de matériels de pointe, la Clinique Les Oliviers se positionne aujourd'hui parmi les établissements de santé références en Tunisie. Signe des efforts d'amélioration en continu, la Clinique Les Oliviers a entamé des travaux d'extension et de rénovation de ses locaux qui s'achèveront en 2018. Nos offres d'emploi",,,c#,,,,,,IT & Software,ok
EmploiTunisie,Chauffeur Livreur - Jammel - Ksibet El Mediouni,None,None,None,https://www.emploitunisie.com/recruteur/184561,"AGRIA-GROUP Profil de lentreprise Entreprise : AGRIA-GROUP Ville : ksibet El Mediouni Pays : Tunisie Secteur dactivité : Industrie, production, fabrication, autres Site Internet : https://agria-group.com.tn/ Description de l'entreprise Depuis sa fondation en 2010 AGRIA GROUP sest lancé dans le développement dune nouvelle approche de fertilisation et de défense des cultures. En effet, lintroduction dune nouvelle génération de produits  BIO  fortifiants et stimulateurs des autodéfenses de la plante on permit de donner à lagriculture une nouvelle opportunité de développement durable. Nos offres d'emploi",,,,,,,,,IT & Software,ok
EmploiTunisie,Comptable - Sousse,None,None,None,https://www.emploitunisie.com/recruteur/223706,"TECNOCASA KHZEMA Profil de lentreprise Entreprise : TECNOCASA KHZEMA Ville : Sousse Pays : Tunisie Secteur dactivité : Distribution, vente, commerce de gros - Immobilier, architecture, urbanisme - Marketing, communication, médias - Services autres Site Internet : https://khezama.tecnocasa.tn/sousse-jawhara/sousse-khzema/ Description de l'entreprise La marque Tecnocasa a été fondée en 1979, lorsque son fondateur, Oreste Pasquali, a lancé un plan de développement dagences de courtage immobilier dans la banlieue de Milan (Italie). Lidée de construire un réseau dagences ayant pignon sur rue, donnant de la visibilité et de la transparence au service dintermédiation immobilière avec un contact plus direct avec le client, a été une grande innovation pour le secteur. Nos offres d'emploi",,,communication,,,,,,IT & Software,ok
EmploiTunisie,Télé-Commercial(e) Bilingue FR/EN - Sfax,None,None,None,https://www.emploitunisie.com/recruteur/121438,"SFAXSOFT Profil de lentreprise Entreprise : SFAXSOFT Ville : Sfax Pays : Tunisie Secteur dactivité : Informatique, SSII, Internet - Marketing, communication, médias Site Internet : https://sfaxsoft.com/ Description de l'entreprise SfaxSoft est une agence de services informatiques qui s'adresse au marché international. Notre équipe met à votre disposition une large gamme de compétences dans le domaine de développement informatique.Nous sommes spécialisés dans la création de sites web responsives, de boutiques e-commerce, conseil en marketing digital, référencement de sites Internet, hébergement de sites web et gestion des noms de domaine. Nos offres d'emploi",,,"communication, digital marketing",,,,,,IT & Software,ok
EmploiTunisie,Caissière - Ariana,None,None,None,https://www.emploitunisie.com/recruteur/401012,"ARCHIPEL Profil de lentreprise Entreprise : ARCHIPEL Ville : Ariana Pays : Tunisie Secteur dactivité : Distribution, vente, commerce de gros Site Internet : http://www.archipel-jardin.com Description de l'entreprise Fondée en 1997, la société ARCHIPEL sest spécialisée dans le mobilier classique et moderne. Les produits que nous vous proposons sont le fruit dun savoir  faire et dune longue expérience dans le tissage et le mobilier plein air. Vous découvrirez avec ravissement dans le catalogue une gamme riche et variée de meubles et équipements professionnels pour intérieurs mais aussi pour jardins, cafés, restaurants, hôtels, plages et piscines. Un éventail de choix constituant un savant mélange entre les techniques artisanales dautrefois et la modernité. ARCHIPEL sengage à fournir à ces clients des produits de qualité, disponibles et agréables tout en restant à laffût de nouveautés dans le but de satisfaire à tous les goûts. Notre philosophie, cest lunion harmonieuse de notre nature profonde et de notre travail : seule une personne en accord avec elle-même saura trouver un article à sa convenance. Vous découvrirez avec ravissement dans le catalogue une gamme riche et variée de meubles et équipements professionnels pour intérieurs mais aussi pour jardins, cafés, restaurants, hôtels, plages et piscines. Un éventail de choix constituant un savant mélange entre les techniques artisanales dautrefois et la modernité. Nos offres d'emploi",,,,,,,,,IT & Software,ok
EmploiTunisie,Responsable de Pôle BIM - Tunis,None,None,None,https://www.emploitunisie.com/recruteur/121423,"MY DIGITAL BUILDINGS Profil de lentreprise Entreprise : MY DIGITAL BUILDINGS Ville : Lyon Pays : France Secteur dactivité : Ingénierie, études développement - BTP, construction Site Internet : https://www.mydigitalbuildings.com/ Description de l'entreprise My Digital Buildings se positionne comme la référence dans la création et l'exploitation du double numérique des bâtiments. En déployant un réseau national d'opérateurs de scan 3D et une plateforme logicielle, nous apportons une solution clé en main permettant à l'ensemble des acteurs des bâtiments de collaborer autour de leur double numérique. Nos offres d'emploi",,,,,,,,,IT & Software,ok
EmploiTunisie,Téléconseillère en Tourisme Médical - Tunis,None,None,None,https://www.emploitunisie.com/recruteur/112406,"VOCALLINE Profil de lentreprise Entreprise : VOCALLINE Ville : Tunis Pays : Tunisie Secteur dactivité : Centres dappel, hotline, call center - Télécom - Tourisme, loisirs Site Internet : https://www.vocal-line.com/ Description de l'entreprise Vocalline est un centre d'appels depuis 2008. Nos offres d'emploi",,,,,,,,,IT & Software,ok
EmploiTunisie,Agent Immobilier - Soukra,None,None,None,https://www.emploitunisie.com/recruteur/401183,"CHEZMOI IMMO Profil de lentreprise Entreprise : CHEZMOI IMMO Ville : Soukra Pays : Tunisie Secteur dactivité : Immobilier, architecture, urbanisme Site Internet : non disponible Description de l'entreprise Nous sommes une agence immobiliere. Nos offres d'emploi",,,,,,,,,IT & Software,ok
EmploiTunisie,Conseillère Parapharmacie - Monastir,None,None,None,https://www.emploitunisie.com/recruteur/149215,"KENSHO Profil de lentreprise Entreprise : KENSHO Ville : Monastir Pays : Tunisie Secteur dactivité : Luxe, cosmétiques Site Internet : http://www.kensho.tn Description de l'entreprise Kensh Monastir Vente de produits de beauté et Make Up Nos offres d'emploi",,,,,,,,,IT & Software,ok
EmploiTunisie,Conseillère dans le Service Médical - Djerba,None,None,None,https://www.emploitunisie.com/recruteur/219956,"SMART BPO SERVICES Profil de lentreprise Entreprise : SMART BPO SERVICES Ville : Djerba Pays : Tunisie Secteur dactivité : Santé, pharmacie, hôpitaux, équipements médicaux - Services autres Site Internet : non disponible Description de l'entreprise Société spécialisée dans le service et l'assistance médicale. Nos offres d'emploi",,,,,,,,,IT & Software,ok
EmploiTunisie,Représentant(e) de lEntreprise - International,None,None,None,https://www.emploitunisie.com/recruteur/401437,"GRANDMEX Profil de lentreprise Entreprise : GRANDMEX Ville : Hcm City Pays : Vietnam Secteur dactivité : Textile, habillement, cuir, chaussures Site Internet : http://www.grandmex.com Description de l'entreprise Société de commerce et production de textile Nos offres d'emploi",,,,,,,,,IT & Software,ok
EmploiTunisie,Agent de Méthode (H/F) - Kairouan,None,None,None,https://www.emploitunisie.com/recruteur/401463,"NEO Profil de lentreprise Entreprise : NEO Ville : kairouan Pays : Tunisie Secteur dactivité : Industrie, production, fabrication, autres Site Internet : non disponible Description de l'entreprise NEO est une société de confection basée à Kairouan depuis 2007 Nos offres d'emploi",,,,,,,,,IT & Software,ok
EmploiTunisie,Responsable - Manzel Harb,None,None,None,https://www.emploitunisie.com/recruteur/401697,"NIMETEX GROUPE Profil de lentreprise Entreprise : NIMETEX GROUPE Ville : Sahline Pays : Tunisie Secteur dactivité : Textile, habillement, cuir, chaussures Site Internet : http://www.nimetexgroupe.com Description de l'entreprise Dans le cadre de notre croissance, Nimetex Groupe, acteur industriel spécialisé dans le packaging textile haut de gamme pour des maisons de luxe internationales, renforce ses équipes. Basée en Tunisie, Nimetex Groupe est une usine sous douane dédiée à la fabrication de solutions demballage textile premium (pochons, tote bags, housses vêtements) pour des clients exigeants tels que Chanel, Loro Piana ou Prada. Notre positionnement : Production aux standards européens Innovation matières (éco-conception, vegan leather) Environnement industriel structuré et sécurisé Nos offres d'emploi",,,,,,,,,IT & Software,ok
EmploiTunisie,Directeur (trice) Exécutif (ve) - Tunis,None,None,None,https://www.emploitunisie.com/recruteur/401769,"ATSR Profil de lentreprise Entreprise : ATSR Ville : El Khadra Pays : Tunisie Secteur dactivité : Activités associatives Site Internet : non disponible Description de l'entreprise Reconnue pour son engagement en faveur de la promotion de la santé et reproductive et des droits y afférents en Tunisie, lATSR met en œuvre, en collaboration avec des partenaires nationaux et internationaux, des programmes et interventions visant à améliorer laccès aux services, à renforcer les capacités des acteurs et à soutenir les politiques publiques dans ce domaine. Nos offres d'emploi",,,,,,,,,IT & Software,ok
EmploiTunisie,Responsable Financier et Comptable - Tunis,None,None,None,https://www.emploitunisie.com/recruteur/401096,"OECT Profil de lentreprise Entreprise : OECT Ville : Belvidère Pays : Tunisie Secteur dactivité : Administration publique Site Internet : http://www.oect.org.tn Description de l'entreprise L'Ordre des Experts Comptables de Tunisie OECT, organisme professionnel institué par la loi n 88-108 du 18 août 1988 Nos offres d'emploi",,,,,,,,,IT & Software,ok
EmploiTunisie,Technicien de Maintenance - Bou Argoub,None,None,None,https://www.emploitunisie.com/recruteur/235219,"L'ACCUMULATEUR TUNISIEN ASSAD Profil de lentreprise Entreprise : L'ACCUMULATEUR TUNISIEN ASSAD Ville : Bou Argoub Pays : Tunisie Secteur dactivité : Distribution, vente, commerce de gros - Equipements mécaniques, machines - Industrie, production, fabrication, autres - Marketing, communication, médias - Services autres Site Internet : https://www.assadgroup.com Description de l'entreprise LAccumulateur Tunisien ASSAD est une entreprise spécialisée dans la conception, la fabrication, la distribution et le recyclage des batteries de démarrage au plomb. Sa production couvre un large éventail dutilisations : secteurs de lautomobile, de la marine, de lénergie solaire, du loisir, de lindustrie, de linformatique et des télécommunications. Nos offres d'emploi",,,communication,,,,,,IT & Software,ok
EmploiTunisie,Catering Manager - Qatar,None,None,None,https://www.emploitunisie.com/recruteur/402242,"INTEGRATED RECRUITMENT SOLUTUIONS (IRS) Profil de lentreprise Entreprise : INTEGRATED RECRUITMENT SOLUTUIONS (IRS) Ville : Houmet Essouk Pays : Tunisie Secteur dactivité : Services autres Site Internet : http://www.irs-tunisia.com Description de l'entreprise Integrated Recruitment Solutions est une agence de recrutement tunisienne à vocation internationale, spécialisée dans la mise en relation entre entreprises et talents dans divers secteurs. Elle se distingue par sa forte présence dans les projets à létranger, notamment dans les pays du Golfe. Lentreprise est dûment agréée par le Ministère de la Formation Professionnelle et de lEmploi en Tunisie. IRS propose des solutions complètes de recrutement couvrant plusieurs domaines, notamment : Hôtellerie & restauration Santé BTP & ingénierie Éducation IT & télécoms Pétrole & gaz Services administratifs Grâce à son expertise, IRS accompagne les entreprises dans leurs besoins en main-dœuvre, quelle soit qualifiée ou non qualifiée, pour des opportunités en Tunisie comme à linternational. Nos offres d'emploi",,,,,,,,,IT & Software,ok
EmploiTunisie,Technicienne Biomédcale - Tunis,None,None,None,https://www.emploitunisie.com/recruteur/33582,"CIMLA Profil de lentreprise Entreprise : CIMLA Ville : Tunis Pays : France Secteur dactivité : Santé, pharmacie, hôpitaux, équipements médicaux Site Internet : non disponible Description de l'entreprise CIMLA Centre de radiologie médicale. Nos offres d'emploi",,,,,,,,,IT & Software,ok
EmploiTunisie,Vendeur Animalerie - La Soukra,None,None,None,https://www.emploitunisie.com/recruteur/130468,"ALL FOR PETS Profil de lentreprise Entreprise : ALL FOR PETS Ville : LA SOUKRA Pays : Tunisie Secteur dactivité : Agriculture, pêche, aquaculture - Distribution, vente, commerce de gros Site Internet : https://all-for-pets.tn/ Description de l'entreprise ALL FOR PETS est un magasin spécialisé dans la vente des aliments et accessoires des animaux domestiques. Nos offres d'emploi",,,,,,,,,IT & Software,ok
EmploiTunisie,Délégué Médical - Sfax,None,None,None,https://www.emploitunisie.com/recruteur/402374,"H A Z PHARMA Profil de lentreprise Entreprise : H A Z PHARMA Ville : Beni Khiar Pays : Tunisie Secteur dactivité : Distribution, vente, commerce de gros - Industrie pharmaceutique Site Internet : non disponible Description de l'entreprise la société HAZ Pharma, spécialisée dans la distribution de produits pharmaceutiques Nos offres d'emploi",,,,,,,,,IT & Software,ok
