source,title,company,location,date,link,description,responsibilities,requirements,skills,languages,experience_years,education_level,contract_type,seniority_level,job_category,detail_scrape_status
EmploiTunisie,Assistante Relation Clients - El Menzah,None,None,None,https://www.emploitunisie.com/recruteur/381072,"ATL LEASING Profil de lentreprise Entreprise : ATL LEASING Ville : El Menzah Pays : Tunisie Secteur dactivité : Banque, assurance, finances Site Internet : non disponible Description de l'entreprise Depuis sa création en 1993 et tout au long de son parcours, ATL Leasing a accumulé un savoir faire et une expertise dans le métier du leasing qui lui ont permis de sinstaller en tant que deuxième opérateur sur le marché. Nos offres d'emploi",,,,,,,,,IT & Software,ok
EmploiTunisie,Chargé(e) de Clientèle - Bizerte,None,None,None,https://www.emploitunisie.com/recruteur/381072,"ATL LEASING Profil de lentreprise Entreprise : ATL LEASING Ville : El Menzah Pays : Tunisie Secteur dactivité : Banque, assurance, finances Site Internet : non disponible Description de l'entreprise Depuis sa création en 1993 et tout au long de son parcours, ATL Leasing a accumulé un savoir faire et une expertise dans le métier du leasing qui lui ont permis de sinstaller en tant que deuxième opérateur sur le marché. Nos offres d'emploi",,,,,,,,,IT & Software,ok
EmploiTunisie,Technicienne en Pédiatrie - Monastir,None,None,None,https://www.emploitunisie.com/recruteur/380523,"CARTHAGE MEDICAL Profil de lentreprise Entreprise : CARTHAGE MEDICAL Ville : Monastir Pays : Tunisie Secteur dactivité : Santé, pharmacie, hôpitaux, équipements médicaux Site Internet : https://carthagemedical.com.tn/ Description de l'entreprise Le Centre International Carthage Médical est une polyclinique multidisciplinaire dotée dune unité de Radiologie et dImagerie Médicale, Urgences &amp; Transport Médicalisé, Cardiologie Interventionnelle, Maternité et Réanimation Néonatale, Réanimation Médicale et Chirurgicale, 5 salles opératoires offrant les meilleurs équipements, des chambres et des suites conçues pour fournir un confort matériel et psychologique des patients tout en respectant les normes internationales de sécurité et dhygiène, une équipe médicale et paramédicale de confiance. La polyclinique dispose dun service daccueil des Urgences qui est assuré 24h/24. Nos offres d'emploi",,,,,,,,,IT & Software,ok
EmploiTunisie,Assistante Administrative - Lac II,None,None,None,https://www.emploitunisie.com/recruteur/260473,"ASSISTEL Profil de lentreprise Entreprise : ASSISTEL Ville : LAC II Pays : Tunisie Secteur dactivité : Services autres Site Internet : http://www.assistel.eu/ Description de l'entreprise Nous sommes une entité dont la vocation est de gérer à distance la relation que vous souhaitez entretenir avec vos clients et prospects. Nous avons mis en place un ensemble de moyens humains, organisationnels et techniques capable dapporter à la demande et aux besoins de chaque client, une réponse adaptée. Centre de relation à distance, AssisTel optimise loutil téléphonique et sa maîtrise des technologies (Internet, Intranet, Extranet, VoIP) pour vous assurer une politique de marketing relationnel multi canal Nos offres d'emploi",,,,,,Bac+4,,,IT & Software,ok
EmploiTunisie,Technicien en Electricité Qualifié - Zaghouan,None,None,None,https://www.emploitunisie.com/recruteur/381274,"TOUTALU Profil de lentreprise Entreprise : TOUTALU Ville : Zaghouan Pays : Tunisie Secteur dactivité : Industrie, production, fabrication, autres - Métallurgie, sidérurgie Site Internet : non disponible Description de l'entreprise TOUTALU est une fonderie qui se caractérise par rapport aux fonderies similaires existantes par sa capacité à produire des pièces en aluminium pouvant répondre à des exigences techniques sévères. Le procédé utilisé qui est la coulée par gravité en coquille, utilisé pour la fabrication de pièces en grande série, offre à TOUTALU une flexibilité à élargir son activité à dautres secteurs dont lindustrie automobile et mécanique dune manière générale. Nos offres d'emploi",,"exigences techniques sévères. Le procédé utilisé qui est la coulée par gravité en coquille, utilisé pour la fabrication de pièces en grande série, offre à TOUTALU une flexibilité à élargir son activité à dautres secteurs dont lindustrie automobile et mécanique dune manière générale. Nos offres d'emploi",,,,,,,IT & Software,ok
EmploiTunisie,Responsable Maintenance - Route de Gabes Km 2 Sfax,None,None,None,https://www.emploitunisie.com/recruteur/381057,"SOCIETE INDUSTRIELLE DE GRILLAGE Profil de lentreprise Entreprise : SOCIETE INDUSTRIELLE DE GRILLAGE Ville : Sfax Pays : Tunisie Secteur dactivité : Industrie, production, fabrication, autres Site Internet : non disponible Description de l'entreprise La société industrielle de grillage 'SIG', basée à Sfax, est spécialisée dans la transformation du fil dacier en grillage. Fondée en 1966, notre entreprise bénéficie dune longue expérience et dun savoir-faire reconnu dans le secteur industriel. Nous fabriquons différents types de grillages destinés aux secteurs de la construction, de lagriculture et de lindustrie, en garantissant des produits de haute qualité répondant aux normes du marché. Avec un effectif compris entre 50 et 100 employés, notre entreprise sappuie sur une équipe dynamique et engagée. Nos offres d'emploi",,,,,,,,,IT & Software,ok
EmploiTunisie,Préparateur - Livreur - Ariana,None,None,None,https://www.emploitunisie.com/recruteur/347016,"CULTUREL Profil de lentreprise Entreprise : CULTUREL Ville : Ariana Pays : Tunisie Secteur dactivité : Distribution, vente, commerce de gros Site Internet : non disponible Description de l'entreprise Fondée en 2008, CULTUREL est aujourdhui un Leader dans le marché tunisien, et représente une enseigne incontournable dans la vente de livres et de produits culturels. Lenseigne propose plus de 30 000 références, allants des romans aux manuels scolaires, en passant par la papeterie, les jeux éducatifs, et le matériel artistique. Plus quune simple librairie, Cultuel est un véritable espace culturel, avec un réseau de librairies moderne et un site e-commerce dynamique, nous partageons chaque jour, notre passion du livre et de la culture avec un large public. Nos offres d'emploi",,,,,,,,Senior,IT & Software,ok
EmploiTunisie,Ingénieur Agronome Technico-Commercial - Menzel Bouzelfa,None,None,None,https://www.emploitunisie.com/recruteur/381720,"STE AGRIHOUSE AND IRRIGATION Profil de lentreprise Entreprise : STE AGRIHOUSE AND IRRIGATION Ville : Menzel Bouzelfa Pays : Tunisie Secteur dactivité : Agriculture, pêche, aquaculture Site Internet : non disponible Description de l'entreprise Agrihouse and Irrigation est un partenaire global de l'agriculture moderne en Tunisie, offrant une expertise complète allant de l'étude technique à l'installation de systèmes d'irrigation de précision. Spécialisée dans la vente d'intrants agricoles, de produits phytosanitaires et de matériels d'irrigation de haute performance, notre société se distingue par un accompagnement agronomique de proximité et un suivi rigoureux des cultures. Notre mission est de conjuguer la fourniture d'équipements de pointe avec un conseil d'expert pour garantir aux agriculteurs une productivité optimale et une gestion durable de leurs ressources. Nos offres d'emploi",,,,,,,,,IT & Software,ok
EmploiTunisie,Content Manager - Télétravail,None,None,None,https://www.emploitunisie.com/recruteur/331167,"PALMA TALENTS Profil de lentreprise Entreprise : PALMA TALENTS Ville : Lomé Pays : Togo Secteur dactivité : Intérim, recrutement Site Internet : https://palma-talents.com/ Description de l'entreprise Notre entreprise, spécialisée dans le recrutement et le placement de personnel, accompagne les entreprises dans la recherche et la mise à disposition de talents qualifiés. Nous intervenons dans divers secteurs, notamment le développement informatique à distance, en offrant des solutions flexibles et adaptées aux besoins de nos clients. Nos offres d'emploi",,,,,,,,,IT & Software,ok
EmploiTunisie,Online Market Manager - Hammamet,None,None,None,https://www.emploitunisie.com/recruteur/381979,"CARTHAGE TRAVEL AND EVENTS Profil de lentreprise Entreprise : CARTHAGE TRAVEL AND EVENTS Ville : Hammamet Pays : Tunisie Secteur dactivité : Tourisme, loisirs Site Internet : non disponible Description de l'entreprise Agence de voyage Nos offres d'emploi",,,,,,,,,IT & Software,ok
EmploiTunisie,Gouvernante - Tamerza,None,None,None,https://www.emploitunisie.com/recruteur/246390,"HORCHANI GROUP Profil de lentreprise Entreprise : HORCHANI GROUP Ville : Tunis Pays : Tunisie Secteur dactivité : Hôtellerie, restauration - Services autres - Tourisme, loisirs Site Internet : non disponible Description de l'entreprise Le pôle Tourisme et Santé au sein du groupe Horchani comporte actuellement 3 unités : Une unité hôteliere à Zarzis , une unité Hôteliére à Tozeur et une unité hoteliére à Tamerza. Nos offres d'emploi",,,,,,,,,IT & Software,ok
EmploiTunisie,Plongeur H/F - Tunis,None,None,None,https://www.emploitunisie.com/recruteur/382286,"HÔTEL SHERATON TUNIS Profil de lentreprise Entreprise : HÔTEL SHERATON TUNIS Ville : Mutuelleville Pays : Tunisie Secteur dactivité : Hôtellerie, restauration Site Internet : non disponible Description de l'entreprise */ Le Sheraton Tunis Hotel est un hôtel 5 étoiles situé dans le quartier diplomatique de Tunis, avec une belle vue sur la ville. Ses chambres sont spacieuses, confortables et disposent toutes dun balcon privé. Lhôtel offre un cadre agréable avec un spa, un hammam, un jacuzzi, ainsi que des piscines intérieure et extérieure, permettant de travailler dans un environnement calme et soigné. Le Sheraton est reconnu pour son service professionnel et son atmosphère chaleureuse, offrant un excellent cadre pour évoluer au sein dune équipe motivée et accueillante. Nos offres d'emploi",,,vue,,,,,,IT & Software,ok
EmploiTunisie,Serveur(euse) - Tunis,None,None,None,https://www.emploitunisie.com/recruteur/382286,"HÔTEL SHERATON TUNIS Profil de lentreprise Entreprise : HÔTEL SHERATON TUNIS Ville : Mutuelleville Pays : Tunisie Secteur dactivité : Hôtellerie, restauration Site Internet : non disponible Description de l'entreprise */ Le Sheraton Tunis Hotel est un hôtel 5 étoiles situé dans le quartier diplomatique de Tunis, avec une belle vue sur la ville. Ses chambres sont spacieuses, confortables et disposent toutes dun balcon privé. Lhôtel offre un cadre agréable avec un spa, un hammam, un jacuzzi, ainsi que des piscines intérieure et extérieure, permettant de travailler dans un environnement calme et soigné. Le Sheraton est reconnu pour son service professionnel et son atmosphère chaleureuse, offrant un excellent cadre pour évoluer au sein dune équipe motivée et accueillante. Nos offres d'emploi",,,vue,,,,,,IT & Software,ok
EmploiTunisie,Attaché(e) Marketing  Spécialisé(e) TikTok et Content Creation - Sousse,None,None,None,https://www.emploitunisie.com/recruteur/287388,"STE ESPACE WAHIBA Profil de lentreprise Entreprise : STE ESPACE WAHIBA Ville : sousse Pays : Tunisie Secteur dactivité : Services autres Site Internet : https://wahibabridalworld.com/dresses Description de l'entreprise Notre société regroupe cinq centres de beauté dexception, spécialisés dans la mise en beauté de la mariée, la location de robes de mariée et de soirée, ainsi que dans la création de pièces de haute couture sur mesure. Forts dune expérience reconnue et dun savoir-faire raffiné, nous accompagnons chaque cliente dans les moments les plus précieux de sa vie. Nos équipes passionnées proposent une prise en charge complète : maquillage professionnel, coiffure personnalisée, soins esthétiques, ainsi quun large choix de robes prestigieuses, allant du style classique à la haute couture contemporaine. Notre atelier de couture sur mesure offrent également la possibilité de créer des modèles uniques, adaptés à la morphologie, au style et aux envies de chaque femme. Chaque centre reflète notre exigence de qualité, délégance et dinnovation, dans un cadre chic et chaleureux. Notre objectif est de sublimer chaque femme, révéler sa beauté naturelle et laccompagner dans les instants les plus mémorables de sa vie. Nos offres d'emploi",,,,,,,,,IT & Software,ok
EmploiTunisie,Responsable Centre - Kairouan,None,None,None,https://www.emploitunisie.com/recruteur/287388,"STE ESPACE WAHIBA Profil de lentreprise Entreprise : STE ESPACE WAHIBA Ville : sousse Pays : Tunisie Secteur dactivité : Services autres Site Internet : https://wahibabridalworld.com/dresses Description de l'entreprise Notre société regroupe cinq centres de beauté dexception, spécialisés dans la mise en beauté de la mariée, la location de robes de mariée et de soirée, ainsi que dans la création de pièces de haute couture sur mesure. Forts dune expérience reconnue et dun savoir-faire raffiné, nous accompagnons chaque cliente dans les moments les plus précieux de sa vie. Nos équipes passionnées proposent une prise en charge complète : maquillage professionnel, coiffure personnalisée, soins esthétiques, ainsi quun large choix de robes prestigieuses, allant du style classique à la haute couture contemporaine. Notre atelier de couture sur mesure offrent également la possibilité de créer des modèles uniques, adaptés à la morphologie, au style et aux envies de chaque femme. Chaque centre reflète notre exigence de qualité, délégance et dinnovation, dans un cadre chic et chaleureux. Notre objectif est de sublimer chaque femme, révéler sa beauté naturelle et laccompagner dans les instants les plus mémorables de sa vie. Nos offres d'emploi",,,,,,,,,IT & Software,ok
EmploiTunisie,Ingénieur(e) Projet Pharmaceutique - Tunis,None,None,None,https://www.emploitunisie.com/recruteur/382445,"BEST INNOVATION Profil de lentreprise Entreprise : BEST INNOVATION Ville : Tunis Pays : Tunisie Secteur dactivité : Industrie pharmaceutique Site Internet : http://www.bestinnov.com Description de l'entreprise BEST Innovation | SARL fournit des solutions de bout en bout pour les projets de produits pharmaceutiques et de dispositifs médicaux, en se spécialisant dans les produits innovants et les marchés de niche. Forts de plus de 25 ans d'expérience, nous accompagnons les multinationales pharmaceutiques en Europe ainsi que les producteurs de génériques en Afrique du Nord, au Moyen-Orient et dans le Golfe. Notre équipe internationale offre une assistance technique sur mesure, des transferts de technologie et des solutions de projets ""clés en main"" afin de répondre aux besoins spécifiques de chaque client. Nos offres d'emploi",,,,,25 ans d'expérience,,,,IT & Software,ok
EmploiTunisie,Vendeur(se) - Sfax,None,None,None,https://www.emploitunisie.com/recruteur/382602,"AICHA HAKMOUNI Profil de lentreprise Entreprise : AICHA HAKMOUNI Ville : Sfax Pays : Tunisie Secteur dactivité : Hôtellerie, restauration Site Internet : non disponible Description de l'entreprise Aicha Hakmouni est une pâtisserie fine française à sfax situé à kassas num 4 entre gremda w afran Nos offres d'emploi",,,,french,,,,,IT & Software,ok
EmploiTunisie,Technicien dAtelier  Aide Chef dAtelier - Sakiet Ezzit,None,None,None,https://www.emploitunisie.com/recruteur/89205,"SPCM Profil de lentreprise Entreprise : SPCM Ville : Sakiet Ezzit Pays : Tunisie Secteur dactivité : Industrie, production, fabrication, autres Site Internet : non disponible Description de l'entreprise La société SPCM est spécialisée dans la production et la distribution d'accessoires et composants pour rideaux métalliques, portails coulissants et battant. Nos offres d'emploi",,,,,,,,,IT & Software,ok
EmploiTunisie,Magasinier - Sakiet Ezzit,None,None,None,https://www.emploitunisie.com/recruteur/89205,"SPCM Profil de lentreprise Entreprise : SPCM Ville : Sakiet Ezzit Pays : Tunisie Secteur dactivité : Industrie, production, fabrication, autres Site Internet : non disponible Description de l'entreprise La société SPCM est spécialisée dans la production et la distribution d'accessoires et composants pour rideaux métalliques, portails coulissants et battant. Nos offres d'emploi",,,,,,,,,IT & Software,ok
